subtype	Four.12.12_clean	One.11.9_clean	Three.11.9_clean	Two.11.9_clean
beta_lactam__OXA-51	0.0	0.0	0.05717256849177483	0.0
beta_lactam__OXA-728	0.0	0.0552980232972616	0.0	0.0
beta_lactam__OXY-1-1	0.0	0.7528892381572181	0.16149777079119904	0.0
beta_lactam__OXY-1-2	0.0	0.05377780272551558	0.0	0.0
beta_lactam__OXY-1-3	0.0	0.10755560545103116	0.05383259026373301	0.0
beta_lactam__OXY-1-4	0.0	0.3777427039719835	0.05401821988533209	0.0
beta_lactam__OXY-1-6	0.0	0.32266681635309347	0.21533036105493203	0.0
beta_lactam__OXY-2-1	0.0	2.2664562238319013	0.0	0.0
beta_lactam__OXY-2-10	0.0	2.2664562238319013	0.0	0.0
beta_lactam__OXY-2-2	0.0	2.2803217794340473	0.0	0.0
beta_lactam__OXY-2-3	0.0	1.5161990886072696	0.0	0.0
beta_lactam__OXY-2-4	0.0	0.8122495117538944	0.0	0.0
beta_lactam__OXY-2-5	0.0	5.072544881909493	0.0	0.0
beta_lactam__OXY-2-6	0.0	1.9966400067090557	0.0	0.0
beta_lactam__OXY-2-7	0.0	0.32377946054741447	0.0	0.0
beta_lactam__OXY-2-8	0.0	21.801150343525908	0.0	0.0
beta_lactam__OXY-2-9	0.0	0.5414996745025963	0.0	0.0
beta_lactam__OXY-4-1	0.0	0.16188973027370723	0.16205465965599627	0.0
beta_lactam__OXY-5-1	0.0	0.6475589210948289	0.7562550783946493	0.0
beta_lactam__OXY-5-2	0.0	0.5396324342456907	0.4861639789679888	0.0
beta_lactam__OXY-6-1	0.0	0.32266681635309347	0.21533036105493203	0.0
beta_lactam__OXY-6-2	0.0	0.3777427039719835	0.05401821988533209	0.0
beta_lactam__OXY-6-3	0.0	0.2151112109020623	0.05383259026373301	0.0
beta_lactam__OXY-6-4	0.0	0.6991114354317025	0.05383259026373301	0.0
beta_lactam__Other class C beta-lactamase	0.2698899596973323	18.203928869278602	18.73652585610307	3.126483094497752
beta_lactam__SHV-1	0.0	0.0	0.0	0.4043337281257604
beta_lactam__SHV-12	0.0	0.0	0.0	0.10659905209888557
beta_lactam__SHV-123	0.0	0.0	0.0	4.499581390993181
beta_lactam__SHV-124	0.0	0.0	0.0	0.10974588758519953
beta_lactam__SHV-167	0.0	0.0	0.0	0.210930039259497
beta_lactam__SHV-19	0.0	0.0	0.0	0.11438898282918873
beta_lactam__SHV-22	0.0	0.0	0.0	0.3431669484875662
beta_lactam__SHV-39	0.0	0.0	0.0	8.139679199213854
beta_lactam__SHV-4	0.0	0.0	0.0	0.561153500671492
beta_lactam__SHV-51	0.0	0.0	0.0	0.8319198751213728
beta_lactam__SHV-53	0.0	0.0	0.0	12.53551993648796
beta_lactam__SHV-6	0.0	0.0	0.0	0.6863338969751324
beta_lactam__SHV-81	0.0	0.0	0.0	0.1039899843901716
beta_lactam__SRT-2	0.0	0.04140037193948421	0.0	0.0
beta_lactam__Sed1 beta-lactamase	0.0	0.0532290496364797	0.0	0.0
beta_lactam__TEM-1	0.28787580116735073	0.1168185320110621	0.0	0.0
beta_lactam__TEM-102	0.21590685087551303	0.0	0.0	0.0
beta_lactam__TEM-112	0.07196895029183768	0.0	0.0	0.0
beta_lactam__TEM-117	0.4846264886488345	0.3691862347737386	0.0	0.0
beta_lactam__TEM-12	0.07196895029183768	0.0	0.0	0.0
beta_lactam__TEM-157	0.07196895029183768	0.0	0.0	0.0
beta_lactam__TEM-159	0.0	0.05471797410183578	0.0	0.0
beta_lactam__TEM-162	0.7196895029183769	0.0	0.0	0.0
beta_lactam__TEM-187	0.1444429458488813	0.0	0.0	0.0
beta_lactam__TEM-192	0.16400892257741498	0.0	0.0	0.0
beta_lactam__TEM-193	0.0	0.10943594820367156	0.0	0.0
beta_lactam__TEM-63	0.0	0.05471797410183578	0.0	0.0
beta_lactam__TEM-7	0.07886252790599839	0.05995915936063231	0.0	0.0
beta_lactam__TEM-75	0.0	0.05995915936063231	0.0	0.0
beta_lactam__TER-2	0.0	0.0	0.11031889976581906	0.0
beta_lactam__VIM-1	0.0	0.09600822449769958	0.0	0.0
beta_lactam__Yrc-1	0.0	0.0	0.0	0.07765309539318296
beta_lactam__mecA	0.0	0.0	0.09470223028090984	0.0
beta_lactam__mreA	0.1323673297972063	0.0	1.1585258091162862	0.6694146262029695
bleomycin__bleomycin resistance protein	1.6366127596438702	0.0	0.0	0.0
chloramphenicol__Agrobacterium fabrum chloramphenicol acetyltransferase	0.0	0.0	0.0749535108456761	0.0
chloramphenicol__catA8	0.0	0.14424580689001304	0.0	0.0
chloramphenicol__catB8	0.0	0.0	0.0745965893654586	0.0
chloramphenicol__cmx	0.0	0.0	0.16025865746032028	0.0
defensin__Clostridium perfringens mprF	0.0	0.0	0.05506250884620846	0.0
defensin__Listeria monocytogenes mprF	0.0	0.0	0.0	1.959820491940552
defensin__Streptococcus agalactiae mprF	0.0	0.0	0.0739800886269011	0.0
florfenicol__floR	0.0	0.6585118566413999	0.03877545486818392	0.0
fosfomycin__Acinetobacter baumannii AbaF	0.0	0.0	0.0	0.0693266562601144
fosfomycin__FosA	0.14597957293238	1.5073911401695261	0.1111013033102575	0.0
fosfomycin__FosA2	0.0	0.11098823115691513	0.0	0.0
fosfomycin__FosA3	0.0	0.22680203758152218	0.11351654903439351	0.0
fosfomycin__FosA5	0.0	22.742207192886735	0.6761992992840131	13.693760246602164
fosfomycin__FosA6	0.0	20.040162773929897	0.7888991824980154	14.977550269721117
fosfomycin__FosA7	0.0	14.86687356346878	0.0	0.0
fosfomycin__FosB	0.0	0.22041324779049343	0.0	0.0
macrolide-lincosamide-streptogramin__LlmA 23S ribosomal RNA methyltransferase	0.0	1.3631829784952119	0.32749722160445244	0.0
macrolide-lincosamide-streptogramin__erm(35)	0.0	0.0	0.05889204423588837	0.0
macrolide-lincosamide-streptogramin__erm(39)	0.0	0.0	0.1273600306239537	0.0
macrolide-lincosamide-streptogramin__lmrB	0.0	0.1310943829310772	0.0	0.0
macrolide-lincosamide-streptogramin__lmrD	0.3099867437268912	0.730616804799512	1.4627222794251067	87.0286541350144
macrolide-lincosamide-streptogramin__lnu(A)	0.0	0.0	0.0972998991723373	0.0
macrolide-lincosamide-streptogramin__lnu(C)	0.12550682794796086	0.6679596594626538	98.09906358810035	126.0371292514293
macrolide-lincosamide-streptogramin__lnu(P)	0.0	0.0	0.18873835863549765	0.0
macrolide-lincosamide-streptogramin__lsa(A)	0.0	0.40851692311370563	0.0	10.032914793234792
macrolide-lincosamide-streptogramin__lsa(B)	0.0	0.28626842548399445	0.0	0.0
macrolide-lincosamide-streptogramin__lsa(D)	0.0	0.03148760682721334	0.0	3.2314312251947888
macrolide-lincosamide-streptogramin__macA	1.4453456477161422	176.10098201034214	81.14652914344096	25.224870890180032
macrolide-lincosamide-streptogramin__macB	1.175321136092622	168.0851669083881	82.04935338888369	22.910455174660857
macrolide-lincosamide-streptogramin__mph(B)	3.6476414806141535	422.82933539272636	271.26719231530313	30.870545745801323
macrolide-lincosamide-streptogramin__msr(C)	0.0	0.0	0.0	1.0276408620020616
macrolide-lincosamide-streptogramin__salC	0.0	0.0	0.028956162230584667	0.0
macrolide-lincosamide-streptogramin__vat(B)	0.0	0.36908822153596776	0.0	0.0
macrolide-lincosamide-streptogramin__vmlR	0.0	0.028609397793647223	0.0	0.0
multidrug__Enterobacter cloacae acrA	0.0	0.762100549455291	0.026306102043234768	0.09988626544278445
multidrug__Escherichia coli acrA	1.1020053907829142	119.40716543032055	76.08358244167862	14.720258639580784
multidrug__Escherichia coli emrE	1.6209497901840244	332.8514298131689	7.998986123374734	29.56950666711996
multidrug__Escherichia coli mdfA	3.8853821895881446	587.2438943606746	281.4927872013162	75.98033434967148
multidrug__Klebsiella pneumoniae KpnG	0.0	0.0	0.0	0.34316694848756624
multidrug__Klebsiella pneumoniae KpnH	0.0	0.0	0.01529812867846319	0.0
multidrug__Klebsiella pneumoniae acrA	0.0	21.1306144907421	0.6688173146445997	11.193428521230242
multidrug__MexA	0.0	0.3075735179466398	0.06025670975179831	0.025952125249205125
multidrug__MexB	0.31008067593743827	23.955790299311538	11.826577032141083	4.6915762429208305
multidrug__MexC	0.0	0.0	0.0	0.0512336529467512
multidrug__MexD	0.006578178262532944	0.005001387214165878	0.020035539402411623	0.009504996975260171
multidrug__MexE	0.29112073812017597	25.044469765778917	14.813910236457264	4.003748331517156
multidrug__MexF	0.03237604897192506	0.11328013497116995	0.05913364204279697	0.14955348090496676
multidrug__MuxB	0.29601802181398246	25.91718854380758	15.13960310343267	3.4122939141184014
multidrug__MuxC	0.16556563532388657	17.134718802575442	9.944531812030393	2.3731665420933363
multidrug__OpmB	0.0	0.0	0.010485464368638758	0.0
multidrug__OpmH	0.0	0.0	0.0	0.12340720139248577
multidrug__OprM	0.014660341726115083	0.10031628585336558	0.0335207152975631	0.026157551042734453
multidrug__OprN	0.0	0.0	0.0	0.021003626790670252
multidrug__Other_major_facilitator_superfamily_transporter	0.4891038364387861	5.973976791182594	0.2185053330466474	86.6793083788851
multidrug__RanB	0.0	0.0	0.061918117655123735	0.0
multidrug__abcA	0.0	0.0	0.1186763921723205	0.18434588141894057
multidrug__abeM	0.0	0.06986312764787961	0.0	0.0
multidrug__acrE	1.407849751423187	149.08198662004736	112.77648010432513	22.016165266604897
multidrug__acrF	2.2213473023246872	238.49583993248334	162.37784820469358	42.25869671946498
multidrug__adeF	0.0	0.004925823290250246	0.019723366404464975	0.0
multidrug__adeH	0.0	0.0	0.04324439963214991	0.0
multidrug__adeI	0.0	0.10568247425389136	0.0	0.0
multidrug__amrB	0.03285317024394475	0.010021992054514909	0.020016385063908307	0.009504996975260171
multidrug__blt	0.0	0.11737005444843775	0.0	0.0
multidrug__bmr	0.0	0.1609186693380466	0.0	0.0
multidrug__bpeF	0.0	0.0	0.004921546894987843	0.00934374349217376
multidrug__ceoB	0.0064665786313118385	0.0	0.014718472327599664	0.0
multidrug__cmeC	0.13945203105328985	0.0	0.0	0.0
multidrug__efmA	0.0	0.0	0.0	2.084659032868393
multidrug__efpA	0.0	0.0	0.08867141754762059	0.0
multidrug__efrA	7.588906772338615	1.3608122254891333	3.6370702310619687	23.379118716671766
multidrug__efrB	63.113986076372356	1.8156693505835673	12.441351057844097	31.42537111149951
multidrug__emeA	0.0	0.3636783624512718	0.0	42.62030815034348
multidrug__emrA	1.0732475312166432	177.96465852254846	112.25698910662706	27.78834556386662
multidrug__emrB	1.0847096962731353	173.37861592430315	115.05875558891229	28.73046415000487
multidrug__emrD	6.000483180031322	436.06985998018394	461.72116410511035	102.97219148326538
multidrug__emrK	0.5773219842532142	177.58246408870306	70.29051817227221	15.010146629989212
multidrug__emrY	0.6700234304513535	157.12508504373324	55.19564827189519	13.4764520395638
multidrug__hmrM	0.0	0.0	0.0	0.9614591229177502
multidrug__lmrP	0.0	0.0	0.0767906066997368	45.559337523880316
multidrug__mdeA	0.0	0.0	0.13832480147237355	0.13130744165822988
multidrug__mdtE	2.748158258262912	262.2822557880262	198.94406006876704	39.639052938569776
multidrug__mdtF	2.256054738170307	171.81193996177558	146.50820889598674	26.03057031975361
multidrug__mdtH	3.482491039164128	469.26614676758913	227.52107520954507	70.6721855346795
multidrug__mdtK	3.449897906343601	813.3200460480205	282.8341640574704	100.9109375071989
multidrug__mdtL	7.7384107625816885	482.1554696490182	464.67143300130397	94.7033248171219
multidrug__mdtM	3.55119795426195	509.9091113918929	363.06747502348276	67.40277441637144
multidrug__mdtN	1.5947983153487817	136.1064213529109	134.386611023044	20.584636073924838
multidrug__mdtO	1.8273855571823046	162.80856314484126	147.71993260987207	22.866113208000762
multidrug__mdtP	1.72832135048763	151.18849843302925	145.44471032505996	23.26135944792904
multidrug__mexJ	0.0	0.0	0.0	0.21610271052199145
multidrug__mexK	0.06024327741502121	0.025446082265243954	0.02547200612479074	0.241797849882838
multidrug__mexN	0.006622625412955462	0.015105541113055048	0.005040310092260716	0.02870765978338713
multidrug__mexQ	0.013031414867657853	0.0	0.0	0.0
multidrug__mexW	0.0	0.0	0.025748841455300125	0.019582683661696316
multidrug__msbA	4.986632112489084	567.4364854582776	241.43916733284254	79.10528833177301
multidrug__mtrD	0.03215107744996185	0.0	0.02446935921078773	0.0
multidrug__mtrE	0.0	0.6352168416693861	0.46851186282411655	0.06227907166860955
multidrug__oprC	0.0	0.0165496410671796	0.0	0.018871278893140272
multidrug__oqxA	0.0	13.394661513638132	0.3872917555291072	6.287980914600247
multidrug__oqxB	0.0	15.490363164877413	0.38292915874268746	7.9215278458283285
multidrug__patA	0.012164964411031667	0.0	0.0	1.9335253598787228
multidrug__patB	0.08167904675978405	0.0	0.04440273176515393	3.50689126496742
multidrug__pmrA	0.3095205982476027	0.0	0.0	0.14907837361197532
multidrug__qacG	0.0	0.0	0.14640452118454492	0.0
multidrug__sdeY	0.6985073951255366	62.92990465595696	36.01574437841547	10.111797429163174
multidrug__smeD	0.017413806923405734	0.03971913856123104	0.0	0.0
multidrug__smeE	0.07873112349053983	4.205520042853019	2.4839113982495054	0.5019866711348149
multidrug__smeF	0.01426411627405792	2.092073064425821	1.265347644491438	0.12700970861374905
multidrug__tap	0.0	0.0	0.15320570921023285	0.0
multidrug__tolC	1.9035607985339402	180.55343192848258	122.3562105831405	35.10988523018437
mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	0.03718720828087729	0.0565468494783199	0.311324519302998	0.05373285552951956
mupirocin__mupB	0.0	0.07574705030554228	0.0	0.0
novobiocin__novA	0.101299445328727	0.0	0.12972322517368237	0.0483595699765676
other_peptide_antibiotics__ArnT	0.11206780281378718	111.30628998994011	36.1922073231725	41.723952393848194
other_peptide_antibiotics__microcin efflux pumu gene yojI	3.6500230694628173	504.35507370420686	255.65628553152519	67.36611869944215
pleuromutilin_tiamulin__TaeA	0.15882036869958008	0.9660086785879649	0.38679713004311866	0.22948407049065644
polymyxin__ICR-Mo	0.0	0.0	0.28278904845394004	0.0
polymyxin__arnA	3.4305199639109305	539.9919372449366	273.8792983293761	73.17890396886656
polymyxin__eptA	4.101572315169558	523.9525111928552	375.3654009702812	81.77452988213156
polymyxin__mcr-2.1	0.0	0.0	0.02911762781923105	0.0
polymyxin__mcr-6.1	0.0	0.0	0.0582352556384621	0.0
polymyxin__pmrF	2.492986557624713	521.0938814890887	237.4604039300892	78.601572486914
polymyxin__rosA	0.6128517639524097	116.88709266428042	58.68432292487818	18.93311119950842
polymyxin__rosB	1.6101339249529705	162.18545691341095	95.40877107899264	27.525683999741904
polymyxin__ugd	59.57433896090681	552.0829227801428	162.0226385462704	92.74941752078034
quinolone__Acinetobacter baumannii AbaQ	0.04742654327987461	0.0	0.03609512388651223	0.0
quinolone__QnrB22	0.0	0.14557526133139564	0.0	0.0
quinolone__QnrB30	0.0	0.21938327934287427	0.0	0.0
quinolone__QnrB66	0.0	0.14625551956191618	0.0	0.0
quinolone__QnrE1	0.0	0.14625551956191618	0.0	0.0
quinolone__QnrE2	0.0	0.07312775978095809	0.0	0.0
quinolone__QnrS10	0.0	0.21535789807052796	0.0	0.0
quinolone__QnrS15	0.0	0.07178596602350933	0.0	0.0
quinolone__QnrS3	0.0	0.07211677692684347	0.0	0.0
quinolone__QnrS4	0.0	0.07178596602350933	0.0	0.0
quinolone__QnrS5	0.0	0.07081149589649335	0.0	0.0
quinolone__QnrS8	0.0	0.2871438640940373	0.0	0.0
quinolone__lfrA	0.0	0.0	0.031081912235607752	0.0
quinolone__norA	0.0	0.0	0.08095753884623413	0.0
quinolone__norB	0.0	0.5041711546436877	0.20322648539739308	0.1279188625186627
rifamycin__rphB	0.0	0.0885143698706167	0.0	0.0
sulfonamide__sul1	0.0	0.1529907682517522	0.04849933054720218	0.0
sulfonamide__sul2	0.0	2.451619145556829	0.05535435959981028	1.4111220208880355
tetracycline__otr(A)	0.0	0.0	0.0472557579690688	0.0
tetracycline__tet(32)	0.06442291012039306	0.0	0.0	0.0
tetracycline__tet(34)	1.737536085617224	86.8843260202721	52.79404074637229	16.41556182159137
tetracycline__tet(35)	0.0	0.0	0.1273600306239537	0.08059928329427933
tetracycline__tet(41)	0.0	0.11946061521469492	0.0	0.0
tetracycline__tet(42)	0.0	0.2966190925499358	0.07320226059227246	0.0
tetracycline__tet(43)	0.07931838066846081	0.0	0.09055077321818675	0.0
tetracycline__tet(A)	1.0124137606417674	81.20235187213721	40.68195697159389	7.516278261717501
tetracycline__tet(B)	0.5465540066512455	3.0275338296518957	139.85387721866357	0.17136067367253008
tetracycline__tet(H)	0.0	0.07904513871017235	0.0	0.0
tetracycline__tet(M)	50.57288476468104	1.468661081723405	128.12862610692972	136.28600219206186
tetracycline__tet(O)	0.4509603708427514	0.0	8.237144515847824	9.913711845196357
tetracycline__tet(S)	0.0	0.31658697600495705	0.02424966527360109	0.36938862955891916
tetracycline__tet(U)	0.0	0.29808267796428634	0.0	0.5664978197255062
tetracycline__tet(V)	0.0	0.0	0.07416027868107965	0.0
tetracycline__tet(W)	0.06442291012039306	0.0	0.024515311059070902	0.0
tetracycline__tetA(48)	0.06000909557861684	1.2774971912755129	0.2283569062207916	5.722784097227052
tetracycline__tetA(60)	0.0	0.04054233314281097	0.0	0.07704957392639658
tetracycline__tetA(P)	0.0	0.0	0.0745965893654586	0.0
tetracycline__tetB(46)	0.0	0.12183742676308416	0.027102567070495343	0.0
tetracycline__tetB(48)	0.22785741457710976	1.3859194621217739	0.2312219006161816	0.0
tetracycline__tetB(60)	0.01777471483891674	0.0945987773332256	0.0	0.0
tetracycline__tetB(P)	0.0	0.024002056124424895	0.3357886630053633	0.04561523855151699
trimethoprim__dfrA17	0.0	2.020731298359515	0.0	0.0
trimethoprim__dfrE	0.0	0.09542280849466483	0.0	1.6321354867091564
trimethoprim__dfrG	16.341749646266614	0.0	0.0	0.0
vancomycin__vanC	0.0	1.0484442791770068	0.04567138124415832	0.25987448926361395
vancomycin__vanTC	0.0	0.26904310475286586	0.022443099952358606	0.12782723009565505
vancomycin__vanYM	0.0	0.06716455190182416	0.0	0.0
