gene	Four.12.12_clean	One.11.9_clean	Three.11.9_clean	Two.11.9_clean
ACI76101	0.03564176585881486	0.0812952758084417	0.013563016248265199	0.0
ACJ24509	0.0	0.07178596602350933	0.0	0.0
ACJ64205	0.0	0.03873599156714117	0.0	0.0
ACN65732	0.0	1.1121358797144691	0.15903841387559703	1.3587320803060998
AE016830.1.gene1786.p01	0.0	0.10010239185367825	0.06680291584966441	0.0
AE016830.1.gene424.p01	0.4891038364387861	2.4791034602970345	0.0930610916836414	68.08069837453658
AF024602.1.gene6.p01	0.0	0.0	0.33809964964200656	0.0
AF024666.2.gene33.p01	0.0	0.0	0.04006466436508007	0.0
AF024666.2.gene42.p01	0.0	0.0	0.0578054751540454	0.0
AF030344.gene.p01	0.0	0.0	0.03738731209247329	0.0
AF162694.1.gene2.p01	0.0	0.13687469906523353	0.0	0.0
AF170880.4.gene1.p01	0.06693697490557912	0.0	0.0	0.0
AF313472.2.gene15.p01	0.0	0.9377882003370804	81.67069289629534	0.0
AF319779.2.orf0.gene.p01	0.0	0.0	0.05889204423588837	0.0
AF326777.3.gene20.p01	0.0	0.03902578701527439	1.4063596399073988	0.0
AF353562.gene.p01	0.0	0.0	0.1273600306239537	0.08059928329427933
AJ295238.gene.p01	0.06442291012039306	0.0	0.0	0.0
AJ579365.gene.p01	0.0	0.03180760283155494	0.0	0.0
AJ584700.2.gene1.p01	0.0	0.3439415514972535	0.0860729877293753	4.57555931316755
AJ584701.2.gene1.p01	0.0	1.1117017907684448	0.0	35.91689045554746
AJ871864.1.gene1.p01	0.0	0.05377780272551558	0.0	0.0
AJ871866.1.gene1.p01	0.0	0.755485407943967	0.0	0.0
AJ871867.1.gene1.p01	0.0	0.26981621712284537	0.0	0.0
AJ871868.1.gene1.p01	0.0	0.5396324342456907	0.5401821988533209	0.0
AJ871871.1.gene1.p01	0.0	0.5396324342456907	0.4861639789679888	0.0
AJ871873.1.gene1.p01	0.0	0.32266681635309347	0.21533036105493203	0.0
AJ871875.1.gene1.p01	0.0	0.3777427039719835	0.05401821988533209	0.0
AJ871876.1.gene1.p01	0.0	0.2151112109020623	0.05383259026373301	0.0
AJ871877.1.gene1.p01	0.0	0.6991114354317025	0.05383259026373301	0.0
AJ920369.1.gene1.p01	0.0	0.0	0.0	0.10659905209888557
AM051160.1.gene1.p01	0.0	0.10943594820367156	0.0	0.0
AM176556.2.gene1.p01	0.0	0.0	0.0	0.1039899843901716
AM180355.1.gene636.p01	0.0	0.024490360865610378	3.726327280978777	3.723459847961073
AME01623.1	0.0	0.0	0.11434513698354966	0.0
ASK49942.1	0.0	0.0	0.0582352556384621	0.0
AXF35727.1	0.0	0.03148760682721334	0.0	3.2314312251947888
AY004350.gene.p01	0.0	0.0	0.0	0.12089892494141902
AY040093.1.gene1.p01	0.21590685087551303	0.0	0.0	0.0
AY055205.1.gene1.p1	0.0	16.94445843531469	0.0	0.0
AY077481.1.gene1.p01	0.0	0.16188973027370723	0.16205465965599627	0.0
AY077483.1.gene1.p01	0.0	0.3777427039719835	0.05401821988533209	0.0
AY077485.2.gene1.p01	0.0	1.9966400067090557	0.0	0.0
AY077487.2.gene1.p01	0.0	0.8122495117538944	0.0	0.0
AY077488.2.gene1.p01	0.0	1.5161990886072696	0.0	0.0
AY130282.1.gene1.p1	0.08103590465931332	0.24644630855315008	0.0	0.0
AY130284.1.gene1.p1	0.0	0.05995915936063231	0.0	0.0
AY150585.1.gene1.p1	0.0	0.0	0.0	8.139679199213854
AY264780.2.gene3.p01	0.0	0.11946061521469492	0.0	0.0
AY289548.1.gene1.p01	0.0	0.0	0.0	0.8319198751213728
AY339625.2.gene8.p01	0.0	0.04107438475885835	0.0	0.0
AY487229.1.gene4.p01	0.0	0.0	0.1273600306239537	0.0
AY589493.1.gene1.p01	0.07196895029183768	0.0	0.0	0.0
AY590467.1.gene1.p1	0.0	0.0	0.0	12.53551993648796
B1LEM1	0.0	0.9245781094406472	0.308506682496098	0.0
B1LL36	0.15792675025676917	4.202508343422323	3.8061431146826066	1.5973499904024822
B1LLK9	0.0	1.9917342573068222	0.5933819608616024	0.9913711845196358
B2VGJ3	0.0	0.22929436766483563	0.05738199181958354	0.0
B6I9E2	0.0	0.07785741588619419	0.0	0.0
B6IBA3	0.0900792988335474	3.253145199883759	1.1997482097070475	0.13015814238769835
B7LM76	0.0	1.7309119140880718	0.5221761255582101	0.40556093912166924
B7LQA4	0.0	1.0615526441725949	0.06855704055468843	0.13015814238769835
B7LQD5	0.07539604316287757	13.814985651806346	9.754938609329201	1.5251864377225168
B7N5M0	0.0	0.711333663323865	0.0474705568689282	0.0
B7NF27	0.0	7.484467240190233	3.6058197928572064	1.5973499904024822
B7NJS0	0.0	2.1782964928159383	1.377167803670005	0.0
B7NNT4	0.031186545126463003	9.081359768434677	2.444733678749802	0.9913711845196358
B7NR12	0.0	0.8004777796994901	0.4006466436508007	0.0
BAB37346	0.0	0.8746769489760118	0.6962348340776134	0.1802493062762974
BAB59035	1.2029095977350013	62.90221965678178	40.38388087920963	13.71182222744691
BAB71966	0.0	0.0	0.0745965893654586	0.0
BAB71968	0.06442291012039306	0.0	0.6864287096539853	1.2566676986868621
BAB82500	1.5461498428894334	0.0	0.39224497694513444	0.9308649619902682
BAC67134	0.0	0.03902578701527439	1.1329008210365157	0.0
BAC67136	0.0	0.0	1.6798184587782818	0.0
BAC67138	0.05132947576924084	0.0	1.6798184587782818	0.0
BAC67142	0.0	0.11707736104582317	12.891630032484489	0.07416742028825206
BAC67143	0.0	0.03902578701527439	1.2500974576954655	0.0
BAC77251	0.6985073951255366	62.92990465595696	36.01574437841547	10.111797429163174
BAG76424	0.10040546235836868	15.725678839920764	7.526977809875663	1.6684051641915825
BAG80136	0.0	0.38169123397865934	0.0	0.0
BAH62779	0.0	3.4243633682986934	0.06855704055468843	4.75077219715099
BAH63712	0.0	0.06848726736597387	0.0	0.06507907119384918
BAH65216	0.0	0.021248256066700652	0.0	0.2624811690174188
BAH65231	0.07539604316287757	31.5279755539149	1.8362237382266733	21.025784462888982
BAH65866	0.0	2.025676066622783	0.23855762081339554	1.3587320803060998
CAA06639	0.0	0.04107438475885835	0.0	0.0
CAA37477	0.0	0.0	0.0472557579690688	0.0
CAA63057	0.0	0.11678612382929128	0.0389683675789709	0.0
CAB12101	0.0	0.03056511834594733	0.0	0.0
CAC14594	0.017413806923405734	0.02647942570748736	0.0	0.0
CAC14595	0.0	0.0	0.0050209242842135585	0.0
CAC14596	0.0	0.0	0.0	0.021274059753640252
CAC35724	0.0	8.903258933933289	0.27482953976747904	0.3726959340299383
CAC35726	0.0	0.128801157145062	0.010744364723419964	0.0
CAC41008	0.0	0.05242660165201016	0.0	0.09963529492659656
CAC44638	0.0	0.0	1.054769729930549	0.0
CAC86407	0.0	0.0	3.719096146062072	0.0
CAD03195	0.0	0.11915741568369312	0.0	0.0
CAE46076	1.095189472046682	0.0	2.8437760828522247	2.001359668279077
CAE46077	0.03221145506019653	0.024490360865610378	0.8825511981265525	0.7446919695922146
CAE46078	0.9985551068660924	0.024490360865610378	2.1083167510800975	2.04790291637859
CAE55180	0.0	0.04107438475885835	0.0	0.0
CAG30567	0.03221145506019653	0.0	0.0	0.0
CAG34107	0.0	5.072544881909493	0.0	0.0
CAG34250	0.0	0.005015814292668279	0.0	0.0
CAG34251	0.0	0.559704599181868	0.42580885775133015	0.0
CAG34257	0.0	0.005015814292668279	0.0	0.0
CAJ00294	0.06442291012039306	0.0	0.26966842164977994	0.23271624049756706
CAJ00297	0.5153832809631445	0.0	1.3973727303670413	1.8151866758810231
CAJ00299	0.0	0.024490360865610378	0.0	0.046543248099513414
CAJ00301	0.19326873036117917	0.048980721731220755	9.119695713974375	9.54136586040025
CAJ21496	0.09663436518058958	0.0	0.09806124423628361	0.0
CAJ77026	0.0	0.0	2.5086753363116854	0.0
CAL18627	0.0	0.010559609037196376	0.0	0.0
CAL26907	0.07196895029183768	0.0	0.0	0.0
CAL69903	0.9663436518058959	0.048980721731220755	0.7109440207130562	0.5119757290946475
CAM88415	0.0	0.0	1.0142989489260197	0.0
CAO82964	0.2254801854213757	0.0	0.09806124423628361	0.13962974429854025
CAP69686	0.0	0.4983866430931539	0.0	0.0
CAP72501	0.0	1.42266732664773	0.0	0.0
CAQ86961	0.0	0.22276641413701112	8.2507544394251	0.0
CAR61679	0.0	0.6571901561417336	0.04111623035891419	0.0
CAR69107	0.3543260056621618	0.048980721731220755	0.8580358870674816	1.5359271872839426
CAS07946	0.08641108221438111	11.681161870099203	6.53706635774384	1.79795277797012
CAS10898	0.07539604316287757	0.9171774706593425	0.0	0.0
CAV31157	0.48317182590294794	0.0	0.9315818202446943	1.1635812024878354
CAW25151	0.019677934783427893	0.3441059595046613	0.10483459499734621	0.037910943958685876
CAY49038	0.0	0.056700509395380544	0.0	0.0
CAY49157	0.0	0.004925823290250246	0.0	0.009361389844378053
CAY51926	0.0	0.0	0.005180318705934625	0.0
CP000034.1.gene2563.p01	0.0	1.2266063686256483	0.12143630826935119	0.12808413236687802
CP000034.1.gene2880.p01	0.1055544604280286	10.593399786115407	8.113813643289111	1.398087567912307
CP000034.1.gene3205.p01	0.0	0.6112200366338396	0.3797644549514255	0.2803878097631293
CP000034.1.gene4157.p01	0.0	1.2645931792424268	0.1977939869538675	0.0
CP000647.1.gene3015.p01	0.0	0.040753491127929774	0.0	0.038725436895298275
CP000647.1.gene3449.p01	0.0	0.03180760283155495	0.0	0.20149820823569833
CP000647.1.gene3710.p01	0.1258298828461538	15.775220102400487	6.960668237412048	4.401841166786027
CP000647.1.gene4115.p01	0.0	8.662298187317251	0.531719814537081	10.638474068866065
CP000647.1.gene444.p01	0.0	0.5781452444143588	0.013153051021617384	2.4222419369875228
CP000675.2.gene2298.p01	0.006521901072074011	0.0	0.0	0.0
CP000675.2.gene2723.p01	0.0	0.0	0.0049731059576972395	0.0
CP001138.1.gene2905.p01	0.0	0.2541345908285262	0.026778262849138982	0.025419773962041946
CP001138.1.gene2906.p01	0.01340046860902707	0.3565930473693855	0.3263600784738814	0.0
CP001138.1.gene3995.p01	0.0	0.03971913856123104	0.0	0.0
CP001138.1.gene4042.p01	0.0	2.060166356563295	0.11897683873478204	0.828234154155645
CP001918.1.gene1258.p01	0.0	1.3928044524527734	0.026306102043234768	0.0
CP001918.1.gene2596.p01	0.0	0.03892870794309709	0.0	0.0
CP001918.1.gene2898.p01	0.0	0.4198603573765253	0.03820800918718611	0.14507870992970281
CP001918.1.gene3442.p01	0.7206343906683792	92.57195638967468	45.05340181785607	12.733804930263155
CP003583.1.gene510.p01	0.0	0.6848726736597387	0.03427852027734422	18.22213993427777
CP004022.1.gene3225.p01	0.0	0.03971913856123104	0.0	0.0
DQ464881.1.gene2.p01	0.0	0.05774664425507391	0.0	0.0
DQ464881.1.gene4.p01	0.0	4.320370102396481	163.18804807322226	0.0
DQ909059.1.gene1.p1	0.07196895029183768	0.0	0.0	0.0
EEB58431	0.0	0.0	0.0	0.009326163542047374
EF136376.1.gene1.p01	0.0	0.05471797410183578	0.0	0.0
EF468463.1.gene1.p01	0.7196895029183769	0.0	0.0	0.0
EU523697.1.gene2.p01	0.0	0.10969163967143714	0.07320226059227246	0.0
FJ349556.1.gene4.p01	0.0	0.06716455190182416	0.0	0.0
FJ785625.1.gene1.p01	0.0	0.5414996745025963	0.0	0.0
FJ785626.1.gene1.p01	0.0	2.158529736982763	0.0	0.0
GQ244501.1.gene1.p01	0.07931838066846081	0.0	0.09055077321818675	0.0
GQ351345.1.gene1.p01	0.0	0.24644630855315008	0.0	0.0
HE819402.1.gene1.p01	0.0	0.04107438475885835	0.0	0.0
HM113564.1.gene1.p01	0.0	0.0	0.05717256849177483	0.0
HM246246.1.gene1.p1	0.1444429458488813	0.0	0.0	0.0
HQ650104.1.gene1.p01	0.0	0.04107438475885835	0.0	0.0
JF949915.1.gene1.p01	0.16400892257741498	0.0	0.0	0.0
JF949916.1.gene1.p01	0.0	0.06210055790922632	0.0	0.0
JN227085.1.gene1.p01	0.07073237038991609	0.0	0.0	0.0
JN935135.1.gene1.p1	0.0	0.10943594820367156	0.0	0.0
KF526113.1.gene1.p01	0.0	0.0821487695177167	0.0	0.0
KF526117.1.gene1.p01	0.0	0.04107438475885835	0.0	0.0
L09756.gene.p01	0.0	0.19531158306552301	0.0	0.13919408206983966
L20800.gene.p01	0.0	0.0	0.04805301768940585	0.0
M27459.1.gene1.p01	0.0	0.7528892381572181	0.16149777079119904	0.0
M58472.1.gene1.p01	0.0	0.0	0.0749535108456761	0.0
M58515.1.gene2.p01	0.0	0.07145817622431522	0.0	0.0
M85225.gene.p01	0.06442291012039306	0.0	0.0	0.0
M94066.1.gene1.p01	0.0	0.10718726433647284	0.0	0.0
NC_002695.1.912329.p01	0.0	9.074562925991538	5.45028472409773	0.5206325695507934
NC_002695.1.913273.p01	0.0	0.14226673266477302	0.0	0.0
NC_002695.1.914620.p01	0.0	1.1562904888287175	0.5918872959727822	0.09988626544278445
NC_002695.1.915390.p01	0.05264225008558972	14.688767257485644	11.77901132333354	3.6510856923485306
NC_002695.1.915420.p01	0.10395515042154334	4.663187348456448	2.887792209526465	2.178012450838594
NC_002695.1.915653.p01	0.01772878534320894	0.7683138792490325	0.3912947710901316	0.0512336529467512
NC_002695.1.915750.p01	0.0	0.02709842526948057	0.0	0.0
NC_002695.1.917702.p01	0.0	0.028121007355121352	0.0	0.0
NC_002758.1120355.p01	4.670660983728497	0.14694216519366227	0.26966842164977994	2.0944461644781036
NC_002951.3237948.p01	0.0	0.0	0.024362805235997365	0.0
NC_009085.4918693.p01	0.0	0.055494115578457556	0.0	0.0
NC_010400.5984909.p01	0.0	0.004925823290250246	0.004930841601116244	0.0
NC_010410.6003262.p01	0.0	0.09259964848002977	0.0	0.0
NC_010558.1.6275994.p01	0.0	1.3140667673616437	0.0	0.0
NC_011035.1.6448920.p01	0.0	0.0	0.03412915853321635	0.0
NC_011035.1.6449630.p01	0.0	0.0	0.011181501617948824	0.0
NC_011586.7045443.p01	0.0	0.037618607195012095	0.0	0.0
NC_011595.7057907.p01	0.0	0.015178797859481116	0.0	0.0
NC_011595.7058890.p01	0.014660341726115083	0.10031628585336558	0.022315219040949148	0.0
NC_011595.7060598.p01	0.0	0.0	0.08490668708263581	0.0
NP_044444	0.0	0.0	0.04006466436508007	0.0
NP_268322	0.0	0.0	0.0767906066997368	45.559337523880316
NP_286651	0.010588024579972006	0.7164564366194073	0.15310719730873446	0.07649469016355216
NP_287199	0.0	0.19464353971548548	0.0389683675789709	0.0
NP_289632	0.0	11.006129647912111	13.886442020339217	1.5251864377225168
NP_290714	0.0	1.046344393000551	0.5198825261780131	0.11611961165676554
NP_290715	0.0	0.045624899688411165	0.045671381244158316	0.23122359988796168
NP_348076	0.0	0.0	0.0	0.04561523855151699
NP_390536	0.0	0.11737005444843775	0.0	0.0
NP_459843	0.0	0.4198603573765253	0.15283203674874443	0.14507870992970281
NP_460137	0.0	0.03892870794309709	0.0	0.0
NP_462120	0.3004835004885486	20.047147986083523	11.60603140383029	2.6050629666209404
NP_462699	0.0	0.07943827712246208	0.0	0.0754851155725611
NP_706356	0.0	0.2759329575613985	0.19729576532426077	0.09988626544278445
NP_706721	0.050448822998690156	3.3369917441222494	1.5742074373446042	0.14578988007641702
NP_706986	0.0	0.23357224765858256	0.0389683675789709	0.0
NP_708846	0.0	0.0	0.01059180782065335	0.0
NP_709488	0.05264225008558972	0.4802866678196941	0.4006466436508007	0.0
NP_709856	0.0	0.5293159318262878	0.3301996088088682	0.029157976015283405
NP_709857	0.0	0.0	0.0	0.02890294998599521
NP_745564	0.0	0.009851646580500492	0.0	0.0
NP_752857	0.09801485611174085	14.34522887703128	5.482849318361207	1.2038078669167005
NP_755652	0.0	1.618897302737072	1.0274053586033751	0.1809805407845177
NP_756458	0.05197757521077167	0.7903707370265167	1.3054403138955253	0.4506232656907435
NP_756491	0.05264225008558972	2.5215050060533937	2.6042031837302044	0.7606428525726106
NP_756937	0.040181785814476484	2.703692811110913	1.9419141419002255	0.5225382524554449
NP_862291	0.9019207416855028	0.048980721731220755	1.1031889976581906	1.4893839391844292
O35018	0.0	0.03267085718815247	0.0	0.0
P09757	0.3543260056621618	0.024490360865610378	0.31869904376792174	0.18617299239805365
P20174	0.03221145506019653	0.0	0.0	0.0
P21598	0.4509603708427514	0.048980721731220755	0.17160717741349632	0.23271624049756706
P32715	0.0	0.053462852197108446	0.09174397520788466	0.014514951457095693
P37323	0.0	0.0	0.0	0.561153500671492
P39386	0.0	1.679441429506101	0.22924805512311663	0.07253935496485141
P42332	0.0	0.0	0.10238747559964906	0.0
P51564	0.0	0.03912335148281258	0.0	0.0
Q0SYP9	0.0	0.6003583347746175	0.5208406367460409	0.22819285577178317
Q0T2M8	0.0	0.40308907588352355	0.0949411137378564	0.0
Q0T4A9	0.1351189482503211	14.998711553148278	5.141778041601633	1.431739566264682
Q32DT3	0.062373090252926006	8.085492639781267	3.6789681573419353	0.6308725719670409
Q32ES6	0.20531790307696335	18.264068323148415	10.821156118176374	1.335013565188537
Q48712	0.0	0.048449970876548086	0.02424966527360109	0.0920778189956318
Q51238	1.288458202407861	0.024490360865610378	0.36772966588606354	0.6981487214927012
Q53770	9.115841782035618	0.2204132477904934	0.14709186635442542	1.582470435383456
Q54807	1.1274009271068786	0.024490360865610378	0.22063779953163812	0.09308649619902683
Q57JQ4	0.0	0.8025302868269247	0.2869099590979177	0.2178837768175024
Q57QJ1	0.0	2.7639382639598935	1.208019394948098	0.22194877265364976
Q57R58	0.0	0.01610014464313275	0.0	0.0
Q6D159	0.0	0.057534340415900845	0.0	0.0
Q7N0B9	0.0	0.23013736166360338	0.0	0.10934241005731277
Q7UAH8	0.0	5.13654505244804	2.536610500523472	0.19523721358154753
Q83LR7	0.0	0.01610014464313275	0.0	0.0
Q83P87	0.0	0.1068944029585043	0.07490231309236621	0.0203149832893368
Q83QT8	0.0	1.42266732664773	0.7595289099028512	0.45062326569074357
Q8CVH8	0.014059508048815287	0.11758384325435474	0.10700330441766602	0.0
Q8FCI8	0.006616239081795428	0.37727436338295645	0.2517724809827436	0.057359952816950964
Q8FFM1	0.0	0.047422244221591005	0.0	0.0
Q8X5R9	0.028119016097630574	1.913409812957227	1.155635687710793	0.36566969920806236
Q8XB84	0.0	1.2977501955274418	0.15283203674874443	0.2176180648945542
Q9I2E5	0.0	0.0	0.0	0.2147374406901738
U19459.gene.p01	0.0	0.07381764430719355	0.0	0.0
V00611.gene.p01	0.0	0.07805157403054878	2.1486050054140815	0.0
WP_000136147.1	0.3095205982476027	0.0	0.0	0.14907837361197532
WP_000345069.1	0.04742654327987461	0.0	0.03609512388651223	0.0
WP_000691758	0.0	0.0	0.024515311059070902	0.0
WP_002857791.1	0.03221145506019653	0.0	0.0	0.0
WP_011528025.1	0.03221145506019653	0.0	0.0	0.0
X04388.gene.p01	0.7408634663845202	0.048980721731220755	5.074669389227677	4.23543557705572
Y08743.gene.p01	0.0	3.549728476001532	2.2924805512311663	0.2176180648945542
Y11069.1.gene1.p01	0.0	0.0	0.0	0.6863338969751324
Y17715.1.gene1.p01	0.0	0.32266681635309347	0.21533036105493203	0.0
YP_001007250	0.03655971542356232	4.489109246518105	2.434657779023627	0.5282617324260939
YP_001025938	0.0	0.0	0.004921546894987843	0.0
YP_001116031	0.0	0.0	0.0048984627163059105	0.0
YP_001174764	0.0	1.9462377895003211	0.15903841387559703	0.6793660401530499
YP_001175678	0.0	0.3416312807903029	0.10522440817293907	0.1997725308855689
YP_001176066	0.0	3.464939158088511	0.30492036528946587	0.21708858055174507
YP_001176128	0.0	0.02422498543827404	0.0	0.0
YP_001176309	0.0	0.15571483177238837	0.0	0.0
YP_001176513	0.0900792988335474	9.759435599651276	3.325016466902389	1.496818637458531
YP_001178158	0.0	0.02111921807439275	0.0	0.0
YP_001178170	0.37698021581438784	43.7952242239836	28.633613917972188	5.556036308846311
YP_001186705	0.0	0.0	0.005134475177563522	0.0
YP_001266290	0.0	0.0	0.0	0.009776836139246901
YP_001308137	0.0	0.0	0.10954743892829585	0.0
YP_001334540	0.0	0.8778898381509165	0.0	0.2176180648945542
YP_001345921	0.0	0.48374316046307453	0.20966918999469242	0.16112151182441498
YP_001348104	0.012920979148440412	0.0	0.0	0.0
YP_001350571	0.0	0.005001387214165878	0.005006482507748899	0.009504996975260171
YP_001401993	0.0	5.28746284891477	2.2683641097887595	0.8834000654135369
YP_001401994	0.07311943084712463	3.585728128797743	1.9755508835506002	0.6603271655326173
YP_001419960	0.0	0.1841098893308827	0.0	0.0
YP_001429537	0.0	0.07278763066569782	0.0	0.0
YP_001436495	0.0	0.5178090637431076	0.23037182009921037	0.10934241005731277
YP_001438116	0.0	0.03424363368298693	0.0	0.0
YP_001444376	0.0	2.9469537480560124	0.813780974895912	0.38624851344920874
YP_001451632	0.0	6.791972693970508	0.4373556381578918	2.264553467176833
YP_001451669	0.0	8.82783315509617	4.0167394273708465	5.338152532028808
YP_001453247	0.0	3.8352869724945364	1.5425334124804897	0.45555349835694425
YP_001453560	0.0	0.15571483177238837	0.0	0.0
YP_001453760	0.0	0.01610014464313275	0.0	0.0
YP_001455919	0.05612302599445284	3.5736394674143734	2.5414707133507983	0.40546878712459544
YP_001455939	0.15134646899607043	23.991819953430653	21.424579269226562	5.248435682751013
YP_001457641	0.20081092471673737	16.22187744409302	9.513794287609342	0.9430116145430683
YP_001460310	0.013232478163590857	0.5835176820323059	0.704962946751682	0.028679976408475482
YP_001460869	0.010045446453619121	2.749518112994149	2.5535406432861234	0.15966446602805262
